pageid,ns,title
69363486,0,Nu variant
69369822,0,Omicron variant
69370061,0,SARS-CoV-2 Nu variant
69371100,0,Omicron Covid
69371105,0,Covid Omicron
69371113,0,Covid Omicron variant
69371121,0,Omicron variant Covid
69371124,0,Variant Omicron
69371130,0,Omicron strain
69371135,0,Strain Omicron
69371147,0,Covid Omicron strain
69371161,0,Coronavirus Omicron
69371168,0,Coronavirus Omicron variant
69371173,0,Coronavirus Omicron strain
69372221,0,COVID-19 Omicron variant
69372262,0,The COVID-19 Omicron variant
69372379,0,Omicron Coronavirus
69372416,0,Omicron COVID variant
69372475,0,COVID Omicron variant
69373677,0,COVID Omicron
69373682,0,COVID-19 Omicron
69375268,0,GR/484A
69375552,0,SARS-CoV-2 Xi variant
69377194,0,Timeline of the SARS-CoV-2 Omicron variant
69381185,0,Responses to the COVID-19 pandemic in January 2022
69381191,0,Timeline of the COVID-19 pandemic in February 2022
69381194,0,Responses to the COVID-19 pandemic in February 2022
69381199,0,Timeline of the COVID-19 pandemic in March 2022
69381205,0,Responses to the COVID-19 pandemic in March 2022
69383014,0,Penny Moore (virologist)
69385961,0,Derek Quinn
69393976,0,Thai Chana
69394431,0,"The Health Protection (Coronavirus, Wearing of Face Coverings) (England) Regulations 2021"
69399556,0,COVID-19 Response (Vaccinations) Legislation Act 2021
69402448,0,LigoLab
69412676,10,Template:2021 first half. Monthly cumulative COVID-19 death totals by country
69412740,10,Template:2021 2nd half. Monthly cumulative COVID-19 death totals by country
69417882,0,"International Treaty on Pandemic Prevention, Preparedness and Response"
69421668,0,Potamophylax coronavirus
69423942,0,NZ Pass Verifier
69430714,10,Template:Taiwan COVID-19 vaccination charts
69432964,0,Kristian G. Andersen
69434318,0,List of animals that can get SARS-CoV-2
69436094,14,Category:Companies disestablished due to the COVID-19 pandemic
69444493,0,Sherif Zaki
69463819,0,Partygate
69467083,0,South Park: Post Covid: The Return of Covid
69469348,0,Deaths of anti-vaccine advocates from COVID-19
69471142,0,WiR2020
69472509,0,Viral: The Search for the Origin of COVID-19
69476542,14,Category:Anti-vaccination activist deaths from the COVID-19 pandemic
69476764,0,COVID-19 pandemic in West Sulawesi
69480765,0,Timeline of the COVID-19 pandemic in Ontario (2021)
69481298,0,Chinese government response to COVID-19
69481866,0,COVID-19 pandemic baby bust
69482449,10,Template:Timeline of the COVID-19 pandemic in Ontario
69482772,0,Steven C. Quay
69483449,10,Template:User Sputnik V vaccine booster
69483460,10,Template:User Sinopharm vaccine booster
69483467,10,Template:User Vaxzevria vaccine booster
69498709,0,Toronto Accessibility Task Force on COVID-19
69511187,0,"The Health Protection (Coronavirus, Restrictions) (Entry to Venues and Events) (England) Regulations 2021"
69513364,0,Open Source Medical Supplies
69513662,0,Gui Cavalcanti
69515371,10,Template:SARS-CoV-2 Omicron variant cases
69515410,14,Category:SARS-CoV-2 variant cases
69518775,0,Matthew Hood
69519865,14,Category:Deaths from the COVID-19 pandemic in Idaho
69529853,0,COVID-19 lockdown in the United Kingdom
69538238,0,Nirmatrelvir/ritonavir
69543772,0,Sikhulile Moyo
69554903,0,Universal coronavirus vaccine
69557130,0,William Paul Duprex
69557175,10,Template:User Janssen vaccine booster
69559815,0,Meaghan Kall
69561253,14,Category:Deaths from the COVID-19 pandemic in Kansas
69562626,0,Tulio de Oliveira
69566386,0,Clare Griffiths (statistician)
69576648,0,ReCOV
69577034,0,Timeline of the COVID-19 pandemic in the Philippines (2022)
69577113,0,S-268019
69577119,0,KD-414
69577190,0,AKS-452
69577204,0,LYB001
69577472,0,Vaxart COVID-19 vaccine
69578240,0,Stemirna COVID-19 vaccine
69578282,0,INNA-051
69578434,0,MigVax-101
69578540,0,SCTV01C
69579497,0,Ivermectin during the COVID-19 pandemic
69582962,0,ABNCoV2
69582995,0,COH04S1
69600564,14,Category:Impact of the COVID-19 pandemic on other health issues
69601458,0,2G-Regel
69605317,0,2021–2023 inflation surge
69614234,0,Sinopharm CNBG COVID-19 vaccine
69634019,0,COVID-19 pandemic in the Regional Municipality of York
69634338,0,Herstel-NL
69635423,0,COVID-19 lockdowns by country
69636453,0,Eftyhia Vardas
69637040,0,Timeline of the COVID-19 pandemic in New Zealand (2022)
69637053,0,Timeline of the COVID-19 pandemic in Malaysia (2022)
69637084,0,Timeline of the COVID-19 pandemic in Ontario (2022)
69640816,0,Timeline of the COVID-19 pandemic in Indonesia (2022)
69642736,0,Timeline of the COVID-19 pandemic in the Republic of Ireland (2022)
69644958,0,Timeline of the COVID-19 pandemic in the United Kingdom (January–June 2022)
69649219,0,Hamutal Shabtai
69649288,10,Template:Timeline of the COVID-19 pandemic in the Republic of Ireland
69650460,0,Timeline of the COVID-19 pandemic in England (2022)
69650475,14,Category:Responses to the COVID-19 pandemic in 2022
69650529,0,Timeline of the COVID-19 pandemic in Scotland (2022)
69650537,0,Timeline of the COVID-19 pandemic in Wales (2022)
69650551,0,Timeline of the COVID-19 pandemic in Northern Ireland (2022)
69650795,14,Category:Timelines of the COVID-19 pandemic in 2022
69654395,0,Zero-COVID
69656893,0,Brazilian football Covid-19 protocols
69662467,14,Category:Deaths from the COVID-19 pandemic in Trinidad and Tobago
69665331,0,Wilson Edwards
69666389,10,Template:SARS-CoV-2 Delta variant cases
69666918,0,COVID-19 protests in Netherlands
69678102,0,SARS-CoV-2 lineage B.1.640.2
69678409,0,Scattered Canary
69682154,0,Timeline of the COVID-19 pandemic in Australia (2022)
69687961,10,Template:2022 first half. Monthly cumulative COVID-19 death totals by country
69702702,0,Lancet Group of Laboratories
69703979,0,Embrace Again
69713856,0,COVID-19 pandemic in the Cocos (Keeling) Islands
69718596,0,Lineage BA.1
69718604,0,Lineage BA.2
69736767,0,Eat Out to Help Out
69753693,14,Category:COVID-19 researchers
69761569,14,Category:Deaths from the COVID-19 pandemic in Ivory Coast
69779650,0,COVIDtests.gov
69790281,14,Category:Deaths from the COVID-19 pandemic in the Maldives
69791705,14,Category:COVID-19 vaccine misinformation and hesitancy
69798939,0,Thrombosis with thrombocytopenia syndrome following adenovirus-based vaccination
69799310,0,Herman Cain Award
69800758,14,Category:Impact of the COVID-19 pandemic on motorsport
69812550,14,Category:COVID-19 vaccines by country
69816200,0,"Inside Outside, Upside Down"
69824195,0,Hana Horka
69846606,0,Living with COVID-19
69857660,0,Timeline of the COVID-19 pandemic in South Africa
69858927,14,Category:Deaths from the COVID-19 pandemic in Delaware
69875716,0,2022 Brussels protests
69876367,0,2022 Canadian truck driver convoy
69876497,0,Canada convoy protest
69888277,0,Ting mong
69902617,0,Project N95
69913459,0,Witman Hung partygate
69914845,0,List of species named after the COVID-19 pandemic
69916689,2,User:Dronebogus/Userboxes/Ivermectin
69919907,0,COVID-19 cases at the 2022 Winter Olympics and 2022 Winter Paralympics
69922192,6,File:HermanCainAward.png
69931703,14,Category:Responses to the COVID-19 pandemic in the United States by state
69935901,0,COVID-19 naming
69942004,14,Category:U.S. federal government response to the COVID-19 pandemic
69949589,0,Imagine (Gal Gadot video)
69956175,0,Ensitrelvir
69958485,0,Statistics of the COVID-19 pandemic in Ontario
69958525,0,Provincial government response to the COVID-19 pandemic in Ontario
70003744,0,Vermiviatum covidum
70045737,14,Category:Deaths from the COVID-19 pandemic in South Carolina
70052914,0,2022 Wellington protest
70071100,0,List of COVID-19 deaths in North America
70079745,14,Category:Deaths from the COVID-19 pandemic in Montana
70083782,0,David Hayman (disease ecologist)
70112257,0,David Manning (police officer)
70117865,14,Category:COVID-19 pandemic in Albania templates
70128681,0,Convoy to Canberra
70154420,0,ZC45 and ZXC21
70158749,0,Timeline of the COVID-19 pandemic in Colombia
70185588,0,Pat King (activist)
70194004,0,Tamara Lich
70268191,0,Benjamin Dichter
70292621,0,COVID-19 pandemic in Christmas Island
70295717,0,Outline of the COVID-19 pandemic
70307370,14,Category:COVID-19 pandemic in Christmas Island
70322678,0,PANORAMIC trial
70349690,14,Category:COVID-19 pandemic in the Cocos (Keeling) Islands
70381229,0,Waitroom
70401628,0,SARS-CoV-2 in white-tailed deer
70420444,0,Coronakommissionen
70423992,0,UCLA Law COVID Behind Bars Data Project
70430356,0,COVID-19 vaccine side effects
70430933,118,Draft:Garrett A. Perchetti
70439780,0,COVID czar
70443836,0,Timeline of the COVID-19 pandemic in April 2022
70444532,0,Responses to the COVID-19 pandemic in April 2022
70459239,0,2022 Shanghai COVID-19 outbreak
70461806,0,Ontario COVID-19 Science Advisory Table
70466724,0,Alexander L. Greninger
70467862,14,Category:COVID-19 pandemic in Nauru
70477693,14,Category:Prisoners who died from COVID-19
70493063,0,List of COVID-19 apps
70501550,0,XE variant of SARS-CoV-2
70514076,0,COVID-19 pandemic in the Pitcairn Islands
70518221,0,COVID-19 (disambiguation)
70540808,14,Category:COVID-19 pandemic in the Solomon Islands templates
70540844,14,Category:COVID-19 pandemic in Papua New Guinea templates
70541468,14,Category:COVID-19 pandemic in Ukraine templates
70569971,0,2019–2020 COVID-19 outbreak in mainland China
70570882,0,Impact of the COVID-19 pandemic on basketball
70570993,0,Impact of the COVID-19 pandemic on baseball
70577440,0,Impact of the COVID-19 pandemic on ice hockey
70580308,0,Petr Arenberger
70588982,0,Shanghai lockdown
70599633,0,Lineage BA.3
70599657,0,Lineage BA.4
70599671,0,Lineage BA.5
70607114,0,COVID-19 pandemic in China
70615509,10,Template:Timeline of the COVID-19 pandemic in Indonesia
70666784,0,Timeline of the COVID-19 pandemic in May 2022
70666817,0,Responses to the COVID-19 pandemic in May 2022
70679092,118,Draft:Craig Rayner
70682417,0,Preventable (book)
70692486,0,Beergate
70708896,14,Category:Deaths from the COVID-19 pandemic in Finland
70760102,0,How to Prevent the Next Pandemic
70807165,0,List of Coronavirus live isolates
70814186,14,Category:Coronaviruses
70830856,0,Miren Basaras
70839508,0,COVID-19 contact tracing in Taiwan
70873935,118,Draft:Illness to Wellness
70891786,0,Care Radio
70910513,0,Responses to the COVID-19 pandemic in June 2022
70921102,0,Timeline of the COVID-19 pandemic in June 2022
70952416,0,Ça va bien aller
70956784,0,National Day of Reflection
70962125,0,John Gerrard (doctor)
70978406,0,World War C
71003565,0,Spike: The Virus Vs. The People - the Inside Story
71031529,0,Catherine M. Klapperich
71166240,0,Taiwan and the World Health Organization
71166627,0,Endemic COVID-19
71185855,0,Giridhara R Babu
71187693,0,Dutch government response to the COVID-19 pandemic
71195528,0,Measures against the COVID-19 pandemic in the Netherlands
71198920,0,Timeline of the COVID-19 pandemic in July 2022
71207765,0,Timeline of the COVID-19 pandemic in the United Kingdom (July–December 2022)
71226866,0,Julie Leask
71227263,0,Pharmally scandal
71241854,14,Category:Deaths from the COVID-19 pandemic in Nauru
71273891,0,COVID pill
71273892,0,COVID pills
71274490,0,COVID medicine
71285354,0,Deliberate food shortage conspiracy theory
71295383,0,Elementary and Secondary School Emergency Relief Fund
71302538,0,BlossomWatch
71306735,0,2020 Major League Baseball postseason
71316274,0,Brigitte Belton
71330650,14,Category:SARS-related coronavirus
71359003,0,Christopher John Barber
71365982,0,Henry Hildebrandt
71382220,0,Health Advisory and Recovery Team
71431330,0,Timeline of the COVID-19 pandemic in August 2022
71462397,0,The Freedoms & Rights Coalition
71480450,0,Voices for Freedom
71497135,0,The Exposé
71521293,14,Category:Deaths from the COVID-19 pandemic in Micronesia
71545556,0,Thomas Mertens (virologist)
71589828,14,Category:Deaths from the COVID-19 pandemic in Oregon
71592541,0,Romana Didulo
71608513,0,Philomaine Nanema
71646031,0,Timeline of the COVID-19 pandemic in September 2022
71651536,0,Responses to the COVID-19 pandemic in September 2022
71660379,0,Club Penguin Rewritten
71660786,0,2020 Danish mink cull
71669786,0,Awakenings (opera)
71785691,0,2022 Guizhou bus crash
71790887,0,COVID-19 pandemic in the World
71848071,0,World Council for Health
71874366,0,Homeless encampments during Covid-19 in Toronto
71878425,0,Timeline of the COVID-19 pandemic in October 2022
71922054,118,Draft:Clean Air Crew
71979754,118,Draft:Masked (play)
72003087,118,Draft:NRICM101
72031383,0,SARS-CoV-2 Omicron BF.7 variant
72053631,118,Draft:Vir Biotechnology
72142675,0,RGRE v Bewley's
72153958,0,Timeline of the COVID-19 pandemic in November 2022
72157283,0,2022–2023 pediatric care crisis
72161226,118,Draft:FluTracking
72173804,0,Irish government response to the COVID-19 pandemic
72176086,0,Demographics of Generation Alpha
72180498,0,Daniela De Angelis
72183437,0,Canada Unity
72184212,0,Tom Marazzo
72184364,0,Tyson Billings
72187024,0,Zexi Li
72187156,0,Maggie Hope Braun
72190978,118,Draft:Freedom Corp.
72194454,0,Jeremy MacKenzie (activist)
72244410,2,User:Tameem nnnnnnnn/sandbox
72247992,0,Corona-chan
72254538,14,Category:Deaths from the COVID-19 pandemic in Rhode Island
72286857,0,Irene Bosch
72293424,0,Plaid Army
72293581,0,Chris Lysak
72344040,0,2022 Ürümqi fire
72351345,0,2022 COVID-19 protests in China
72360249,10,Template:Protests against COVID-19 lockdowns in China map
72360867,0,Timeline of the COVID-19 pandemic in December 2022
72396490,14,Category:Canada convoy protest
72396754,0,Chris Carbert
72399656,0,Jerry Morin
72401158,0,Anaida Poilievre
72408989,14,Category:Protesters involved in the Canada convoy protest
72412949,0,COVID-19 pandemic in Republic of China
72415956,0,The Disinformation Project
72418138,0,Stephen W. Hwang
72425109,0,Died Suddenly (2022 film)
72453600,0,Ulrike Protzer
72508112,0,St. Xavier's High School (Velim)
72509346,0,1Day Sooner
72512319,0,Obeldesivir
72520001,10,Template:COVID-19 pandemic data/Northern Mariana Islands medical cases chart
72537832,0,Shield Illinois
72568691,10,Template:Canada convoy protest
72575038,14,Category:Deaths from the COVID-19 pandemic in Marche
72575064,14,Category:Deaths from the COVID-19 pandemic in Campania
72575068,14,Category:Deaths from the COVID-19 pandemic in Apulia
72575079,14,Category:Deaths from the COVID-19 pandemic in Friuli Venezia Giulia
72575106,14,Category:Deaths from the COVID-19 pandemic in Abruzzo
72575134,14,Category:Deaths from the COVID-19 pandemic in Trentino-Alto Adige/Südtirol
72575166,14,Category:Deaths from the COVID-19 pandemic in Basilicata
72618863,0,Timeline of the COVID-19 pandemic in January 2023
72622370,14,Category:Timelines of the COVID-19 pandemic in 2023
72635919,0,Timeline of the COVID-19 pandemic in the United Kingdom (2023)
72641445,0,Timeline of the COVID-19 pandemic in Malaysia (2023)
72647507,0,COVID-19 pandemic in Guangdong
72648330,0,COVID-19 pandemic in Jilin
72654141,0,Lineage BQ.1
72656352,0,COVID-19 pandemic in Fujian
72673898,0,XBB.1.5
72683815,0,Timeline of the COVID-19 pandemic in Singapore (2023)
72699173,0,Timeline of the COVID-19 pandemic in New Zealand (2023)
72701261,0,Guru Jagat
72719327,0,OpenVAERS
72727615,0,List of Canada convoy protest people
72733189,0,COVID-19 pandemic in Zhejiang
72742718,0,COVID-19 pandemic in Shandong
72751103,0,COVID-19 pandemic in Shanxi
72826798,0,COVID-19 pandemic in Shaanxi
72832211,14,Category:Deaths from the COVID-19 pandemic in South Sudan
72832213,14,Category:COVID-19 pandemic in South Sudan
72861715,118,Draft:Swades Foundation
72872576,0,COVID-19 in Tokelau
72893830,0,COVID-19 pandemic in Jiangxi
72905545,0,COVID-19 pandemic in Hunan
72907987,0,Timeline of the COVID-19 pandemic in February 2023
72913230,118,Draft:Bikes & Beers
72930066,0,COVID-19 pandemic in Anhui
72940763,0,COVID-19 pandemic in Ningxia
72952089,0,Timeline of the COVID-19 pandemic in Guangdong (2020)
72964142,0,Timeline of the COVID-19 pandemic in Zhejiang (2021)
72997598,0,Timeline of the COVID-19 pandemic in Guangdong (2021)
73005484,0,Timeline of the COVID-19 pandemic in Guangdong (2022)
73031242,0,Timeline of the COVID-19 pandemic in Zhejiang (2022)
73031389,0,Timeline of the COVID-19 pandemic in Beijing (2021)
73108566,14,Category:Deaths from the COVID-19 pandemic in Sierra Leone
73108574,14,Category:Deaths from the COVID-19 pandemic in the Comoros
73122021,118,Draft:Coutts blockade
73170067,0,Employee Retention Credit
73172451,0,Darrion Nguyen
73175811,0,Killing of Kaylea Titford
73188920,0,Lockdown Files
73189398,0,Pandemic Diaries
73195902,0,Timeline of the COVID-19 pandemic in March 2023
73249956,0,Nsp12
73252413,2,User:Adaeze Nwa'Nsukka/sandbox
